pid,amphoe,rai
KAMPHAENGPHET,ไทรงาม,0.0
LAMPANG,งาว,0.0
LAMPANG,วังเหนือ,0.0
LAMPANG,สบปราบ,0.0
LAMPANG,ห้างฉัตร,0.0
LAMPANG,เกาะคา,1697.7551346297198
LAMPANG,เถิน,6443.6824353458105
LAMPANG,เมืองปาน,0.0
LAMPANG,เมืองลำปาง,72.28794199781017
LAMPANG,เสริมงาม,0.0
LAMPANG,แจ้ห่ม,0.0
LAMPANG,แม่ทะ,0.0
LAMPANG,แม่พริก,11172.00587511729
LAMPANG,แม่เมาะ,0.0
LAMPHUN,ทุ่งหัวช้าง,563.8559063791856
LAMPHUN,บ้านธิ,2015.5541669477464
LAMPHUN,บ้านโฮ่ง,765.0838132852253
LAMPHUN,ป่าซาง,4072.8951391972123
LAMPHUN,ลี้,9117.072560842082
LAMPHUN,เมืองลำพูน,36141.99676864391
LAMPHUN,เวียงหนองล่อง,2106.225396167133
LAMPHUN,แม่ทา,48.64095132450456
LOPBURI,ชัยบาดาล,0.0
LOPBURI,ท่าวุ้ง,51205.296108590635
LOPBURI,ท่าหลวง,0.0
LOPBURI,บ้านหมี่,13343.695211287195
LOPBURI,พัฒนานิคม,0.0
LOPBURI,ลำสนธิ,0.0
LOPBURI,สระโบสถ์,0.0
LOPBURI,หนองม่วง,0.0
LOPBURI,เมืองลพบุรี,54251.663368708534
LOPBURI,โคกสำโรง,2225.927133221864
LOPBURI,โคกเจริญ,0.0
NAKHONPATHOM,กำแพงแสน,23856.507976996527
NAKHONPATHOM,ดอนตูม,5810.212605679915
NAKHONPATHOM,นครชัยศรี,0.0
NAKHONPATHOM,บางเลน,33648.28184931359
NAKHONPATHOM,พุทธมณฑล,0.0
NAKHONPATHOM,สามพราน,0.0
NAKHONPATHOM,เมืองนครปฐม,0.0
NAKHONSAWAN,ชุมตาบง,0.0
NAKHONSAWAN,ชุมแสง,202561.5362603399
NAKHONSAWAN,ตากฟ้า,0.0
NAKHONSAWAN,ตาคลี,13477.332358608497
NAKHONSAWAN,ท่าตะโก,91892.82960152169
NAKHONSAWAN,บรรพตพิสัย,548.0116335534445
NAKHONSAWAN,พยุหะคีรี,7110.8862954869965
NAKHONSAWAN,ลาดยาว,0.0
NAKHONSAWAN,หนองบัว,121.54867877275785
NAKHONSAWAN,เก้าเลี้ยว,25210.511406083635
NAKHONSAWAN,เมืองนครสวรรค์,26644.567040282614
NAKHONSAWAN,แม่วงก์,0.0
NAKHONSAWAN,แม่เปิน,0.0
NAKHONSAWAN,โกรกพระ,26927.939929206994
NAKHONSAWAN,ไพศาลี,0.0
NONTHABURI,บางกรวย,0.0
NONTHABURI,บางบัวทอง,0.0
NONTHABURI,บางใหญ่,0.0
NONTHABURI,ปากเกร็ด,0.0
NONTHABURI,เมืองนนทบุรี,0.0
NONTHABURI,ไทรน้อย,0.0
PATHUMTHANI,คลองหลวง,0.0
PATHUMTHANI,ธัญบุรี,0.0
PATHUMTHANI,ลาดหลุมแก้ว,0.0
PATHUMTHANI,ลำลูกกา,0.0
PATHUMTHANI,สามโคก,0.0
PATHUMTHANI,หนองเสือ,0.0
PATHUMTHANI,เมืองปทุมธานี,0.0
PHETCHABUN,ชนแดน,0.0
PHETCHABUN,น้ำหนาว,0.0
PHETCHABUN,บึงสามพัน,11051.254256321963
PHETCHABUN,วังโป่ง,0.0
PHETCHABUN,วิเชียรบุรี,5418.671719110758
PHETCHABUN,ศรีเทพ,0.0
PHETCHABUN,หนองไผ่,62570.279066962816
PHETCHABUN,หล่มสัก,16906.130706057585
PHETCHABUN,หล่มเก่า,290.63659267140486
PHETCHABUN,เขาค้อ,0.0
PHETCHABUN,เมืองเพชรบูรณ์,32114.412606732625
PHICHIT,ดงเจริญ,0.0
PHICHIT,ตะพานหิน,43277.68945310562
PHICHIT,ทับคล้อ,0.0
PHICHIT,บางมูลนาก,76532.95214646256
PHICHIT,บึงนาราง,18792.421871031645
PHICHIT,วชิรบารมี,15083.153570536651
PHICHIT,วังทรายพูน,5087.227688889134
PHICHIT,สากเหล็ก,11434.64030065427
PHICHIT,สามง่าม,71013.94944889826
PHICHIT,เมืองพิจิตร,70169.22651469347
PHICHIT,โพทะเล,97531.30490190203
PHICHIT,โพธิ์ประทับช้าง,53793.62927081247
PHITSANULOK,ชาติตระการ,0.0
PHITSANULOK,นครไทย,16234.188594389427
PHITSANULOK,บางกระทุ่ม,47999.60050053863
PHITSANULOK,บางระกำ,170453.5866071552
PHITSANULOK,พรหมพิราม,160425.5641836758
PHITSANULOK,วังทอง,17326.5000831067
PHITSANULOK,วัดโบสถ์,1701.4668034243016
PHITSANULOK,เนินมะปราง,0.0
PHITSANULOK,เมืองพิษณุโลก,59556.78456570593
SARABURI,ดอนพุด,20779.13087553431
SARABURI,บ้านหมอ,15539.72139314036
SARABURI,พระพุทธบาท,0.18355923651665623
SARABURI,มวกเหล็ก,0.0
SARABURI,วังม่วง,0.0
SARABURI,วิหารแดง,0.0
SARABURI,หนองแค,0.0
SARABURI,หนองแซง,0.0
SARABURI,หนองโดน,21745.861882806857
SARABURI,เฉลิมพระเกียรติ,0.0
SARABURI,เมืองสระบุรี,0.0
SARABURI,เสาไห้,0.0
SARABURI,แก่งคอย,0.0
SINGBURI,ค่ายบางระจัน,2106.508685504841
SINGBURI,ท่าช้าง,8622.058990624875
SINGBURI,บางระจัน,0.0
SINGBURI,พรหมบุรี,8687.667468752723
SINGBURI,อินทร์บุรี,18485.86211182827
SINGBURI,เมืองสิงห์บุรี,1318.2764571149396
SUKHOTHAI,กงไกรลาศ,189447.80973325958
SUKHOTHAI,คีรีมาศ,38789.61889064426
SUKHOTHAI,ทุ่งเสลี่ยม,3272.171318929015
SUKHOTHAI,บ้านด่านลานหอย,0.0
SUKHOTHAI,ศรีนคร,790.008541867599
SUKHOTHAI,ศรีสัชนาลัย,5359.738183013104
SUKHOTHAI,ศรีสำโรง,73793.70909661593
SUKHOTHAI,สวรรคโลก,48990.92856243487
SUKHOTHAI,เมืองสุโขทัย,103170.95621913076
SUPHANBURI,ดอนเจดีย์,9706.745616157532
SUPHANBURI,ด่านช้าง,0.0
SUPHANBURI,บางปลาม้า,180626.985302071
SUPHANBURI,ศรีประจันต์,13468.660347668167
SUPHANBURI,สองพี่น้อง,117177.21450368536
SUPHANBURI,สามชุก,21531.11740056756
SUPHANBURI,หนองหญ้าไซ,0.0
SUPHANBURI,อู่ทอง,64606.18181289134
SUPHANBURI,เดิมบางนางบวช,19407.248670922825
SUPHANBURI,เมืองสุพรรณบุรี,89896.51122703601
TAK,ท่าสองยาง,0.0
TAK,บ้านตาก,12303.033447456302
TAK,พบพระ,1080.457277624126
TAK,วังเจ้า,925.535213293879
TAK,สามเงา,38843.91481271614
TAK,อุ้มผาง,0.0
TAK,เมืองตาก,946.2586768368201
TAK,แม่ระมาด,3603.553730334228
TAK,แม่สอด,9735.130625467156
UTHAITHANI,ทัพทัน,0.0
UTHAITHANI,บ้านไร่,0.0
UTHAITHANI,ลานสัก,0.0
UTHAITHANI,สว่างอารมณ์,0.0
UTHAITHANI,หนองขาหย่าง,1090.9779975943668
UTHAITHANI,หนองฉาง,0.0
UTHAITHANI,ห้วยคต,0.0
UTHAITHANI,เมืองอุทัยธานี,7137.602359375994
UTTARADIT,ตรอน,0.0
UTTARADIT,ทองแสนขัน,0.0
UTTARADIT,ท่าปลา,0.0
UTTARADIT,น้ำปาด,2351.3625906902416
UTTARADIT,บ้านโคก,0.0
UTTARADIT,พิชัย,28452.535375009185
UTTARADIT,ฟากท่า,877.3423489420777
UTTARADIT,ลับแล,0.0
UTTARADIT,เมืองอุตรดิตถ์,0.0
